username,review,casefolding,preprocessed_text,score,at,appversion
Awang Ridho Maulana,harusnya dibikin auto save setiap kilometer,harusnya dibikin auto save setiap kilometer,bikin auto save kilometer,1,2025-10-03 07:06:35,430.12
Rizki RD,sangat membantu 😎😎😎,sangat membantu 😎😎😎,bantu,5,2025-10-03 07:05:50,431.1
Pinz Tzy,saya mendapatkan hal yang tidak mengenakan di aplikasi ini . saldo dana saya hilang 600rb . apakah bisa pengembalian dana . karna itu tidak sengaja atau tidak sah,saya mendapatkan hal yang tidak mengenakan di aplikasi ini . saldo dana saya hilang 600rb . apakah bisa pengembalian dana . karna itu tidak sengaja atau tidak sah,kena aplikasi saldo dana hilang rb kembali dana karna sengaja sah,3,2025-10-02 17:25:01,431.1
Oji Andrian,tolong kembalikan dana saya 609.390 ribu. saya tidak pernah melakukan transaksi aplikasi ini,tolong kembalikan dana saya 609.390 ribu. saya tidak pernah melakukan transaksi aplikasi ini,tolong kembali dana ribu transaksi aplikasi,1,2025-10-02 08:17:14,430.12
Endang Bukorih,ok semoga bermanfaat,ok semoga bermanfaat,ok moga manfaat,5,2025-10-02 07:58:54,431.1
dwi nilam zurma,praktis dan mudah digunakan saat melakukan aktivitas olahraga,praktis dan mudah digunakan saat melakukan aktivitas olahraga,praktis mudah aktivitas olahraga,5,2025-10-02 07:56:41,430.12
muhammadkhoirul tamim,apl yg sangat bagus,apl yg sangat bagus,apl yg bagus,5,2025-10-02 07:12:21,429.11
ares fadella mochamad,Biar tau progress latihan nya 👍👏,biar tau progress latihan nya 👍👏,biar tau progress latih nya,5,2025-10-02 07:04:42,431.1
akun saya,ini kenapa pace nya gabisa dibagikan??? kenapa yang muncul hanya jarak sama elevasi ajaa??? padahl pengen bikin trend:(,ini kenapa pace nya gabisa dibagikan??? kenapa yang muncul hanya jarak sama elevasi ajaa??? padahl pengen bikin trend:(,pace nya gabisa bagi muncul jarak elevasi ajaa padahl ken bikin trend,3,2025-10-01 19:43:32,430.12
Firman Syah,"selmat malam , tolong kembali dana saya ,sya tidak sengaja berlanganang kak tolong saldo saya ketarim sendiri ku harap dana saya di kembalikan lagi","selmat malam , tolong kembali dana saya ,sya tidak sengaja berlanganang kak tolong saldo saya ketarim sendiri ku harap dana saya di kembalikan lagi",selmat malam tolong dana sya sengaja berlanganang kak tolong saldo ketarim ku harap dana kembali,5,2025-10-01 18:22:46,429.11
Fatkhur Rizki,saya baru pertama kali pake apk ini tapi kok menurut saya pribadi kurang akurat saat mengukur jarak dan pace,saya baru pertama kali pake apk ini tapi kok menurut saya pribadi kurang akurat saat mengukur jarak dan pace,kali pake apk pribadi akurat ukur jarak pace,4,2025-10-01 17:34:34,430.12
Ninety's,rute sesat abal2 kadang rute normal.,rute sesat abal2 kadang rute normal.,rute sesat abal kadang rute normal,4,2025-10-01 16:11:01,430.12
Ade Rahma,the besttt,the besttt,the besttt,5,2025-10-01 12:13:54,429.11
Ikhwan Hrrn02,ngak debtutorial,ngak debtutorial,ngak debtutorial,4,2025-10-01 09:34:28,429.11
Pungkas Wahyu,nice,nice,nice,5,2025-10-01 08:05:51,430.12
robi usani,alhamdulillah..,alhamdulillah..,alhamdulillah,5,2025-10-01 07:55:34,429.11
Deni sf belitung Deni sf belitung,sangat memuaskan,sangat memuaskan,muas,5,2025-10-01 07:47:31,430.12
ENGGAL YU,nice very Berry danger,nice very berry danger,nice very berry danger,5,2025-10-01 07:28:22,431.1
MARDIANSEN PATABANG,ok,ok,ok,5,2025-10-01 07:15:34,430.12
Ardian.e.p Tyo,keren sekali,keren sekali,keren,5,2025-10-01 07:15:02,430.12
Muhammad Zakki,kadang suka error,kadang suka error,kadang suka error,5,2025-10-01 07:08:29,429.11
Mama Ram,"Aplikasi Gioamat, mau lari baru dia bug bug","aplikasi gioamat, mau lari baru dia bug bug",aplikasi gioamat lari bug bug,1,2025-10-01 04:07:05,
Norman brilian,keren,keren,keren,5,2025-10-01 03:24:39,430.12
Noel,sering error,sering error,error,3,2025-09-30 22:05:20,430.12
Grace Juli Elia,saya ga ada berlangganan apa2 700ribu saya di tarik dari gopay tu maksudnya apa,saya ga ada berlangganan apa2 700ribu saya di tarik dari gopay tu maksudnya apa,ga langgan ribu tarik gopay tu maksud,1,2025-09-30 17:10:06,
Dimas Aditya,kembalikan saldo saya 609.390 dana tolong kembalikan saldo ya buat beli sepatu udah 2bulan aku ngumpulin uang ya kamu ambil tolong kembalikan ya aku minta tolong banget🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,kembalikan saldo saya 609.390 dana tolong kembalikan saldo ya buat beli sepatu udah 2bulan aku ngumpulin uang ya kamu ambil tolong kembalikan ya aku minta tolong banget🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,kembali saldo dana tolong kembali saldo ya beli sepatu udah ngumpulin uang ya ambil tolong kembali ya tolong banget,1,2025-09-30 17:04:20,430.12
yovanka lumbantobing,bagaimana mengubah mil ke km di app ini?,bagaimana mengubah mil ke km di app ini?,ubah mil km app,4,2025-09-30 09:44:32,429.11
Hen dra,sangat bagus...,sangat bagus...,bagus,5,2025-09-30 07:56:18,430.12
Sisworo Putro,MINTA TOLONG AKURASI DIPERBAIKI,minta tolong akurasi diperbaiki,tolong akurasi baik,5,2025-09-30 07:25:21,430.12
wesii toea,"sangat bagus,","sangat bagus,",bagus,5,2025-09-30 07:07:48,430.12
Ardiansyah Berau,revisi,revisi,revisi,5,2025-09-30 06:26:37,430.12
Muhammad iqbal sujati (Iqbal),"aplikasi babi saya tidak melakukan transaksi langganan, saldo saya tabungan 600rb hilang tanggung jawab ajg","aplikasi babi saya tidak melakukan transaksi langganan, saldo saya tabungan 600rb hilang tanggung jawab ajg",aplikasi babi transaksi langgan saldo tabung rb hilang tanggung ajg,1,2025-09-29 11:14:50,
Deni Irawan,ku kasih bintang 3 dulu aplikasinya baguss tapi sayang sering eror jadi tolong di perbaiki,ku kasih bintang 3 dulu aplikasinya baguss tapi sayang sering eror jadi tolong di perbaiki,ku kasih bintang aplikasi baguss sayang eror tolong baik,3,2025-09-29 10:42:42,430.12
jinola Rammadhan Anggara putra,"tolong ya untuk developer harus adil, masa merek sepatu kesayangan saya tidak ada. hundred","tolong ya untuk developer harus adil, masa merek sepatu kesayangan saya tidak ada. hundred",tolong ya developer adil merek sepatu sayang hundred,1,2025-09-29 09:06:07,430.12
Hairi Hasyim,amazing,amazing,amazing,5,2025-09-29 07:47:29,430.12
Cittra Bagus Pamungkas,Mayan lah selama gratisan,mayan lah selama gratisan,mayan gratis,5,2025-09-29 07:23:56,429.11
Aziz hadi Maulana,👍,👍,,5,2025-09-29 07:16:45,430.12
raxopean,"aplikasi aneh.. sering keluar sendiri dan kalau mau login lagi sangat sulit. kesalahan server terus, sangat tidak mengenakkan.","aplikasi aneh.. sering keluar sendiri dan kalau mau login lagi sangat sulit. kesalahan server terus, sangat tidak mengenakkan.",aplikasi aneh login sulit salah server enak,1,2025-09-29 07:10:33,430.12
Rifqi Djalil,"Please fix the inaccurate runner data. The signal is good, the phone is good, but it's not accurate.","please fix the inaccurate runner data. the signal is good, the phone is good, but it's not accurate.",please fix the inaccurate runner data the signal is good the phone is good but its not accurate,1,2025-09-29 06:00:12,430.12
Drew _,"apk kocak, tiba"" eror udh gitu gabisa dikaitkan ke jam tangan, asu","apk kocak, tiba"" eror udh gitu gabisa dikaitkan ke jam tangan, asu",apk kocak eror udh gitu gabisa kait jam tangan asu,1,2025-09-28 21:01:58,407.1
Susan Amalliyah,coba dlu yee,coba dlu yee,coba dlu yee,3,2025-09-28 20:44:03,
Kenzibotak123,kaga bisa disave,kaga bisa disave,kaga disave,1,2025-09-28 18:10:47,
Khoerul Arifin,"sering ga kebaca, udah cape cape lari tapi ga kehitung rasanya tuh kaya nyesek aja","sering ga kebaca, udah cape cape lari tapi ga kehitung rasanya tuh kaya nyesek aja",ga baca udah cape cape lari ga hitung tuh kaya nyesek aja,1,2025-09-28 17:07:15,404.11
Ahmad AliFaisal,mau login kesalahan terus,mau login kesalahan terus,login salah,2,2025-09-28 11:34:43,430.12
Arie Wibowo,allkkasi bagus buat bersepeda,allkkasi bagus buat bersepeda,allkkasi bagus sepeda,5,2025-09-28 09:31:36,430.12
fery henry,sangat membantu dalam latihan endurance.,sangat membantu dalam latihan endurance.,bantu latih endurance,5,2025-09-28 09:10:04,430.12
Yuli Ani,good application,good application,good application,5,2025-09-28 08:10:29,429.11
Kai Gamato,mantap,mantap,mantap,5,2025-09-28 08:09:01,429.11
cecep cahyana,harus berbayar,harus berbayar,bayar,4,2025-09-28 07:40:25,430.12
WrZayn Wrgg,"Apk baguss, kasih premium 1 Minggu 🙃🙃🙃","apk baguss, kasih premium 1 minggu 🙃🙃🙃",apk baguss kasih premium minggu,5,2025-09-28 07:37:12,
Cantika Noviantari,bagusss,bagusss,bagusss,4,2025-09-28 07:09:09,429.11
Hidayat dayata,ok,ok,ok,5,2025-09-28 07:08:25,430.12
Skuyam Skuy,sangat membantu,sangat membantu,bantu,5,2025-09-28 06:01:36,427.12
ariest-,bagus,bagus,bagus,5,2025-09-28 00:37:37,430.12
Raffa Devforum,min gbk yok lari ama gw 😉,min gbk yok lari ama gw 😉,min gbk yok lari ama gw,5,2025-09-27 22:01:41,
S Impartial,nice app,nice app,nice app,5,2025-09-27 21:53:16,430.12
Surya Darma,mohon di kembalikan dana saya sebesar 609.390 saya mersa tidak membeli item apapun tiba-tiba dana saya terpotong 609.390. mohon di kembalikan aplikasi sudah banyak memakan korban secara otomatis uang y ada di dana hilang..,mohon di kembalikan dana saya sebesar 609.390 saya mersa tidak membeli item apapun tiba-tiba dana saya terpotong 609.390. mohon di kembalikan aplikasi sudah banyak memakan korban secara otomatis uang y ada di dana hilang..,mohon kembali dana mersa beli item apa tibatiba dana potong mohon kembali aplikasi makan korban otomatis uang y dana hilang,1,2025-09-27 19:43:58,
donnie ridwan,mantap membantu sekali,mantap membantu sekali,mantap bantu,5,2025-09-27 16:37:03,429.11
Ya. L.,"otomatis bayar padahal trial doang, ga ada notifikasi, parah bgt","otomatis bayar padahal trial doang, ga ada notifikasi, parah bgt",otomatis bayar trial doang ga notifikasi parah bgt,1,2025-09-27 08:49:24,429.11
nur safrudin,strava membuat semangat berolah raga,strava membuat semangat berolah raga,strava semangat olah raga,5,2025-09-27 08:43:58,430.12
Ady Ilham Mahfudz,"alus lah membantu, ngan aya fitur berbayar","alus lah membantu, ngan aya fitur berbayar",alus bantu ngan aya fitur bayar,4,2025-09-27 08:27:42,429.11
Rizky Alwy,"akhir akhir ini selalu kecewa sama Strava, udah lari jauh jauh eh kaga ke deteksi jirr kecewa tiba tiba nge end sendiri","akhir akhir ini selalu kecewa sama strava, udah lari jauh jauh eh kaga ke deteksi jirr kecewa tiba tiba nge end sendiri",kecewa strava udah lari eh kaga deteksi jirr kecewa nge end,3,2025-09-27 08:23:11,429.11
Adibb Barron,"Aplikasi ny Bagus, Saya Sudah Coba, Semoga Banyak Yang Pake Kedepan Nya Lagi 👍","aplikasi ny bagus, saya sudah coba, semoga banyak yang pake kedepan nya lagi 👍",aplikasi ny bagus coba moga pake depan nya,5,2025-09-27 08:22:38,429.11
Aji Apri,"Cocok untuk cek jarak, kecepatan, dan target semua olahraga yg memerlukan waktu dan kecepatan","cocok untuk cek jarak, kecepatan, dan target semua olahraga yg memerlukan waktu dan kecepatan",cocok cek jarak cepat target olahraga yg cepat,5,2025-09-27 07:51:31,430.12
Aan Ruhanto,top dah support buat kegiatan olah raga,top dah support buat kegiatan olah raga,top dah support giat olah raga,5,2025-09-27 07:51:06,430.12
fitriansyah adisurya,Mantap Mentonk....,mantap mentonk....,mantap mentonk,5,2025-09-27 07:42:22,429.11
Muhammad Athaullah,aplikasi nya baguss bgt ttt,aplikasi nya baguss bgt ttt,aplikasi nya baguss bgt ttt,5,2025-09-27 07:41:46,430.12
Yohanes Anes,👍👍👍👍👍👍,👍👍👍👍👍👍,,5,2025-09-27 07:10:43,427.12
Ilham Fadhilah,Good time,good time,good time,5,2025-09-27 07:09:45,430.12
INDYE OFFICIAL,good👍,good👍,good,5,2025-09-27 07:09:15,430.12
Rey Sia,26/09/25 Tolong kembalikan dana saya sebesar Rp.609.390 saya tidak pernah mengaktifkan untuk berlangganan. tiba tiba mendapatkan notifikasi dari Gmail dan dana saya terpotong sebesar Rp.609.390. Saya sudah buat pengajuan tolong dikembalikan dan dipercepat untuk penyelesaian masalah ini. MOHON DIBANTU SECEPATNYA!!,26/09/25 tolong kembalikan dana saya sebesar rp.609.390 saya tidak pernah mengaktifkan untuk berlangganan. tiba tiba mendapatkan notifikasi dari gmail dan dana saya terpotong sebesar rp.609.390. saya sudah buat pengajuan tolong dikembalikan dan dipercepat untuk penyelesaian masalah ini. mohon dibantu secepatnya!!,tolong kembali dana rp aktif langgan notifikasi gmail dana potong rp aju tolong kembali cepat selesai mohon bantu cepat,1,2025-09-27 04:05:02,
Siti Anifah,"tidak bisa log-in? #ket server eror, mohon diperbaiki","tidak bisa log-in? #ket server eror, mohon diperbaiki",login ket server eror mohon baik,1,2025-09-27 02:05:57,
Dhimas Agung Prasetyo,tidak bisa login dengan alasan salah server gimana dong nihhh,tidak bisa login dengan alasan salah server gimana dong nihhh,login alas salah server gimana nihhh,1,2025-09-26 18:43:44,430.12
Tulus Kristiadi,Bantu banget buat monitor progres dan record moment..,bantu banget buat monitor progres dan record moment..,bantu banget monitor progres record moment,5,2025-09-26 17:58:29,430.12
Rafi khairan,apk apa ini gak bisa daftar udh berapa kali cobe tetep aja gak bisa gak ada kode nya Mulu aneh bet apk nya,apk apa ini gak bisa daftar udh berapa kali cobe tetep aja gak bisa gak ada kode nya mulu aneh bet apk nya,apk gak daftar udh kali cobe tetep aja gak gak kode nya mulu aneh bet apk nya,2,2025-09-26 17:14:31,430.12
Ismail ganteng,pas pertama download sangat bagus pas udah lama tiba² gak bisa di buka aplikasi nya,pas pertama download sangat bagus pas udah lama tiba² gak bisa di buka aplikasi nya,pas download bagus pas udah gak buka aplikasi nya,2,2025-09-26 15:56:53,
Hand Phone,Mantap,mantap,mantap,5,2025-09-26 13:17:17,430.12
choirul anam,membantu segala aktivitasmu,membantu segala aktivitasmu,bantu aktivitas,5,2025-09-26 08:23:49,429.11
endang hermawan,sangat rekom buat pecinta outdoor dan olahraga mantaaap,sangat rekom buat pecinta outdoor dan olahraga mantaaap,rekom cinta outdoor olahraga mantaaap,5,2025-09-26 08:08:27,429.11
Tifan Nizar A,akun Gmail saya sudah tidak aktif saya kebingungan merubah ke Gmail yang baru karena tidak mendapatkan kode otp untuk merubah Gmail yang baru . saya berharap ada alternatif/fitur terbaru yang bisa menyelesaikan masalah itu.,akun gmail saya sudah tidak aktif saya kebingungan merubah ke gmail yang baru karena tidak mendapatkan kode otp untuk merubah gmail yang baru . saya berharap ada alternatif/fitur terbaru yang bisa menyelesaikan masalah itu.,akun gmail aktif bingung rubah gmail kode otp rubah gmail harap alternatiffitur baru selesai,4,2025-09-26 07:35:22,
Sugeng Riyadi,terbaik,terbaik,baik,5,2025-09-26 07:26:27,429.11
Ade Gobres,bagus bisa ngukur jarak tempuh .saya suka aplikasi ini,bagus bisa ngukur jarak tempuh .saya suka aplikasi ini,bagus ngukur jarak tempuh suka aplikasi,5,2025-09-26 07:05:59,429.11
Ian Yudistira,buruk,buruk,buruk,1,2025-09-26 06:00:21,
Bagus,"sangat sulit login menggunakan wifi, tapi aplikasi ini akurat, bisa digunakan secara offline dan bagus saat menggunakan kuota. tapi jika menggunakan wifi aplikasi ini tidak mau berfungsi.","sangat sulit login menggunakan wifi, tapi aplikasi ini akurat, bisa digunakan secara offline dan bagus saat menggunakan kuota. tapi jika menggunakan wifi aplikasi ini tidak mau berfungsi.",sulit login wifi aplikasi akurat offline bagus kuota wifi aplikasi fungsi,5,2025-09-25 21:37:38,429.11
Faijad Akbar,"aplikasi nya memang bagus tapi kadang mau gak kerekam, padahal udah cape lari","aplikasi nya memang bagus tapi kadang mau gak kerekam, padahal udah cape lari",aplikasi nya bagus kadang gak rekam udah cape lari,4,2025-09-25 17:39:39,429.11
Dewa Rajendra,mantap banget aplikasikan,mantap banget aplikasikan,mantap banget aplikasi,5,2025-09-25 14:26:35,
muhammad johan,bagus,bagus,bagus,5,2025-09-25 14:03:50,429.11
helmi doank,mantap,mantap,mantap,5,2025-09-25 08:09:57,429.11
Iwan Brata,aplikasi yang sangat membantu kegiatan olahraga saya,aplikasi yang sangat membantu kegiatan olahraga saya,aplikasi bantu giat olahraga,5,2025-09-25 07:03:23,429.11
new mansion,akhir2 ini kenapa waktu nya error ya lebih cepat dari sebenarnya. Kita udah jalan 30 menit diaplikasi cuma 8 menit,akhir2 ini kenapa waktu nya error ya lebih cepat dari sebenarnya. kita udah jalan 30 menit diaplikasi cuma 8 menit,nya error ya cepat udah jalan menit aplikasi menit,2,2025-09-25 06:42:01,
Ningsih,ini kenapa error terus sih,ini kenapa error terus sih,error sih,3,2025-09-24 12:49:45,430.12
Ari Winarno,"Dan lagi, aktivitas tidak tercatat karena eror 😠","dan lagi, aktivitas tidak tercatat karena eror 😠",aktivitas catat eror,5,2025-09-24 08:03:37,428.12
Mohammad Iswanto,mantap,mantap,mantap,5,2025-09-24 07:56:57,430.1
Aprilia Kurniawati,bagus,bagus,bagus,5,2025-09-24 07:51:32,429.11
QQ Florist_Bungo,keren,keren,keren,5,2025-09-24 07:31:10,429.11
Muhammad Alfian,mantap,mantap,mantap,5,2025-09-24 07:21:47,429.11
Fahira Salsabila,"This is my account, my name is Caca, please read my Instagram message.","this is my account, my name is caca, please read my instagram message.",this is my account my name is caca please read my instagram message,5,2025-09-23 22:00:48,429.11
Darder Dor,Tolong kembalikan dana saya sebesar Rp.609.390 saya tidak pernah mengaktifkan untuk berlangganan. tiba tiba mendapatkan notifikasi dari Gmail dan dana saya terpotong sebesar Rp.609.390. Saya sudah buat pengajuan tolong dikembalikan dan dipercepat untuk penyelesaian masalah ini. MOHON DIBANTU SECEPATNYA!!,tolong kembalikan dana saya sebesar rp.609.390 saya tidak pernah mengaktifkan untuk berlangganan. tiba tiba mendapatkan notifikasi dari gmail dan dana saya terpotong sebesar rp.609.390. saya sudah buat pengajuan tolong dikembalikan dan dipercepat untuk penyelesaian masalah ini. mohon dibantu secepatnya!!,tolong kembali dana rp aktif langgan notifikasi gmail dana potong rp aju tolong kembali cepat selesai mohon bantu cepat,1,2025-09-23 19:54:08,428.12
